"","nbr.val","nbr.null","nbr.na","min","max","range","sum","median","mean","SE.mean","CI.mean.0.95","var","std.dev","coef.var"
"VALUESCORE37",92960,34245,2265,0,0.991228070175439,0.991228070175439,39263.7151277706,0.618881118881119,0.422372150686001,0.00107032031354137,0.00209781658089795,0.106493634919932,0.326333625175115,0.772621075146873
"VALUESCORE40",40986,37887,54239,0,0.991071428571429,0.991071428571429,2950.76930331394,0,0.0719945665181754,0.00124399571417335,0.00243825880306807,0.0634268734574323,0.251846924653513,3.49813794058935
"VALUESCORE41",93637,27601,1588,0,0.980769230769231,0.980769230769231,41956.3405940399,0.605633802816901,0.448074378654164,0.000960613757156645,0.00188279270457203,0.0864062376002997,0.293949379316065,0.656028091137394
"VALUESCORE42",93229,24218,1996,0,0.972222222222222,0.972222222222222,42720.1381052529,0.594393592677345,0.458227998855001,0.000904092115766744,0.00177201099134899,0.0762037581074359,0.276050281846326,0.602429974894828
"VALUESCORE43",93004,23136,2221,0,0.977272727272727,0.977272727272727,42108.6868940897,0.57010582010582,0.452762105867379,0.000873888999883398,0.00171281325723978,0.0710254792508366,0.266506058563096,0.588622711815816
"VALUESCORE44",92869,39508,2356,0,0.98,0.98,37401.4203191302,0.638888888888889,0.402733100594711,0.00114727544597554,0.00224864786146916,0.122237980686957,0.349625486323519,0.868131985692836
"VALUESCORE46",3551,3332,91674,0,0.991379310344828,0.991379310344828,209.447876318756,0,0.0589827869103789,0.00386453972143321,0.00757694199752737,0.053033003435058,0.230288956389702,3.90434173176003
"VALUESCORE55",85968,24875,9257,0,0.991228070175439,0.991228070175439,40138.2995684225,0.626666666666667,0.466898143127937,0.00103207537579733,0.00202285904655002,0.0915713582475364,0.302607597802065,0.648123369638559
"VALUESCORE58",35196,0,60029,0.000959692898272553,0.999015748031496,0.998056055133223,17744.8226988331,0.5,0.504171573441104,0.0015272890948439,0.00299353456820458,0.0820986112209478,0.286528552191484,0.568315564155771
"VALUESCORE59",92716,48545,2509,0,0.98936170212766,0.98936170212766,31554.0164491055,0,0.34032978611141,0.00119555496776549,0.00234327526906154,0.132523770450843,0.364038144225084,1.06966289487783
"VALUESCORE60",69862,49547,25363,0,0.994226327944573,0.994226327944573,16482.9584118037,0,0.235935965357472,0.00141285166287332,0.00276918635177557,0.139455018814536,0.373436766822089,1.58278864460654
"VALUESCORE62",75987,30549,19238,0,0.988636363636364,0.988636363636364,31797.0088229251,0.587155963302752,0.418453272571955,0.00128318133610085,0.00251502926574285,0.125116724733699,0.353718425776349,0.845299700017343
"VALUESCORE63",92750,42480,2475,0,0.989607390300231,0.989607390300231,33779.8142856122,0.53921568627451,0.364202849440563,0.0011328742965238,0.00222042179646251,0.119035736927428,0.34501556041348,0.947317026606035
"VALUESCORE66",91646,79182,3579,0,0.997093023255814,0.997093023255814,10649.7641806497,0,0.116205444652791,0.00097548192483947,0.0019119346913627,0.0872071246784099,0.295308524561026,2.54126237753639
"VALUESCORE67",66572,35937,28653,0,0.989607390300231,0.989607390300231,23572.3414098424,0,0.35408792600256,0.00151591149560341,0.00297118595591529,0.152981634668122,0.391128667663369,1.10460888084769
"VALUESCORE68",93126,76273,2099,0,0.99812734082397,0.99812734082397,13380.4554479278,0,0.143681200179625,0.00101742356006921,0.00199413945299148,0.0963994441425759,0.310482598775802,2.1609131771425
"VALUESCORE86",92420,56705,2805,0,0.986111111111111,0.986111111111111,26172.5142995195,0,0.283191022500752,0.00120062504276066,0.00235321266157197,0.133223475591159,0.364997911762737,1.28887529180685
"VALUESCORE87",91410,90340,3815,0,0.99869109947644,0.99869109947644,1048.76718981917,0,0.0114732216367921,0.000348763542896424,0.00068357303452172,0.0111187475693136,0.105445472019018,9.19057221738641
"VALUESCORE91",66992,50200,28233,0,0.992857142857143,0.992857142857143,13717.4258780881,0,0.204762148884764,0.00137950720515751,0.00270383329020944,0.127488464327427,0.357055267889199,1.74375620608545
"VALUESCORE93",244,0,94981,0.0178571428571429,0.984375,0.966517857142857,123.489546064043,0.5,0.506104696983784,0.0189210939093535,0.0372702863161095,0.087353901913284,0.295556935146655,0.583983782225449
"VALUESCORE94",89046,53919,6179,0,0.992857142857143,0.992857142857143,26812.0303934147,0,0.301103142122214,0.00126217681683313,0.0024738547295477,0.14185832036322,0.376640837354661,1.25086983383849
"VALUESCORE101",32110,27400,63115,0,0.988888888888889,0.988888888888889,4203.74038116821,0,0.130916860204553,0.00176660160253758,0.00346260604057546,0.100211496041257,0.316561993993684,2.4180383909228
"VALUESCORE102",11776,0,83449,0.0023696682464455,0.954545454545455,0.952175786299009,5866.25534177628,0.543478260869565,0.498153476713339,0.00250077881577111,0.00490194028695753,0.073645863815383,0.271377714293903,0.544767279522704
"VALUESCORE105",88911,59238,6314,0,0.988888888888889,0.988888888888889,23765.9711142086,0,0.267300683989704,0.00127515757248904,0.00249929694053756,0.144571671897891,0.380225816979714,1.42246481118006
"VALUESCORE107",81832,63334,13393,0,0.99438202247191,0.99438202247191,15872.7085828204,0,0.19396701269455,0.00125935217037365,0.00246832140678937,0.129782924294679,0.360253971934633,1.85729504687451
"VALUESCORE108",81279,66856,13946,0,0.99537037037037,0.99537037037037,12731.2314335801,0,0.156636172118015,0.00118630273823672,0.00232514526697962,0.114385089784686,0.338208648299664,2.15919888571362
"VALUESCORE111",220,0,95005,0.0161290322580645,0.983870967741935,0.967741935483871,113.887642919282,0.521520146520147,0.517671104178556,0.0191396693616454,0.0377215200870565,0.0805919275200835,0.283887173926691,0.548392930637235
"VALUESCORE119",91889,41962,3336,0,0.988888888888889,0.988888888888889,34624.2248249729,0.585915492957746,0.376804893131635,0.0011575643110094,0.00226881424457618,0.123127137319398,0.350894766731279,0.931237287857339
"VALUESCORE123",73783,58095,21442,0,0.995689655172414,0.995689655172414,13649.9339489118,0,0.185001070014933,0.00131338043151053,0.00257422057282506,0.127273325592474,0.356753872568294,1.92838815764416
"VALUESCORE124",82263,53872,12962,0,0.991935483870968,0.991935483870968,22989.8326073706,0,0.279467471492294,0.00134970415055836,0.00264541044820452,0.149858613551157,0.387115762467968,1.38519077158017
"VALUESCORE133",1694,0,93531,0.00378787878787878,0.964285714285714,0.960497835497836,843.226268111034,0.522605363984674,0.497772295224931,0.00676581755850124,0.0132702458286797,0.0775450305759607,0.278469083698641,0.559430660102944
"VALUESCORE134",76688,55922,18537,0,0.994252873563218,0.994252873563218,17019.9195069197,0,0.221937193653762,0.00132442158987311,0.00259585958740604,0.134517849299706,0.366766750537322,1.65257001090815
"VALUESCORE135",656,0,94569,0.00617283950617287,0.99375,0.987577160493827,324.578811487123,0.487874779541446,0.494784773608419,0.0114207917533015,0.0224257794393484,0.085565021682616,0.292514993944953,0.591196434384326
"VALUESCORE136",13941,0,81284,0.00224215246636772,0.997777777777778,0.99553562531141,7052.88298398842,0.5,0.505909402767981,0.00241830906483779,0.00474021024694606,0.0815300173578212,0.285534616741686,0.564398714828071
"VALUESCORE137",1476,0,93749,0.0185185185185185,0.96875,0.950231481481482,753.836906301062,0.526388888888889,0.510729611315083,0.00702583402087953,0.0137816905483936,0.0728588192848875,0.269923728643644,0.528506126654013
"VALUESCORE138",22855,0,72370,0.00159235668789814,0.998407643312102,0.996815286624204,11461.3170868507,0.5,0.501479636265617,0.00190559799797531,0.00373510125858398,0.0829934467465786,0.288085832255907,0.574471646348802
"VALUESCORE139",10539,0,84686,0.00312500000000004,0.95,0.946875,5278.49892287607,0.570833333333333,0.50085386876137,0.00215075775813443,0.00421589196982634,0.0487508734072749,0.220795999527335,0.440839161477123
"VALUESCORE140",13284,0,81941,0.00230414746543783,0.997005988023952,0.994701840558514,6728.48738508065,0.5,0.506510643261115,0.00248257646929024,0.00486620388298645,0.0818717618393049,0.286132420112271,0.564908998298708
"VALUESCORE141",45294,0,49931,0.00120192307692313,0.998815165876777,0.997613242799854,22705.0993675542,0.5,0.501282716641369,0.0013469339497099,0.002640012580002,0.0821737818527251,0.28665969694522,0.571852344852144
"VALUESCORE142",18824,0,76401,0.00190114068441061,0.997222222222222,0.995321081537812,9487.55932607343,0.5,0.50401398884793,0.00208582629259969,0.00408840730575323,0.0818970369822731,0.286176583567337,0.567794922163722
"VALUESCORE143",29432,0,65793,0.00160771704180063,0.998371335504886,0.996763618463085,14766.2289685123,0.5,0.501706610781201,0.00167738362561999,0.00328774670461772,0.082810341034923,0.287767859628074,0.573577970559317
"VALUESCORE144",6411,0,88814,0.000564334085778828,0.997549019607843,0.996984685522064,3225.71941428951,0.503601440576231,0.503153862781081,0.00362494031215894,0.00710609425793892,0.0842417726219096,0.290244332626685,0.576850053425841
"VALUESCORE145",46094,36228,49131,0,0.992424242424242,0.992424242424242,8549.38849056687,0,0.18547725280008,0.00165997308314738,0.00325357289441558,0.127012507291452,0.356388141345152,1.92146549490514
"VALUESCORE146",22779,0,72446,0.00220264317180617,0.99740932642487,0.995206683253064,11455.9469725541,0.5,0.502917027637478,0.0019075789311817,0.00373898468269407,0.0828895322291414,0.287905422368425,0.572471017179317
"VALUESCORE147",5447,0,89778,0.00420168067226889,0.995762711864407,0.991561031192138,2729.5623296558,0.5,0.501112966707509,0.00384741233362902,0.00754246590210154,0.0806296623290411,0.283953627074988,0.566645938022048
"VALUESCORE149",2366,2259,92859,0,0.989090909090909,0.989090909090909,103.702933973649,0,0.0438304877318888,0.00414144612810514,0.00812124152475991,0.0405806288917049,0.201446342462962,4.5960324168695
"VALUESCORE151",89416,69479,5809,0,0.99375,0.99375,17198.6660324915,0,0.192344390629099,0.00120339651515135,0.00235864575658055,0.129488958248214,0.35984574229552,1.87084084499983
"VALUESCORE152",74601,62585,20624,0,0.993865030674847,0.993865030674847,10731.8142793524,0,0.1438561718925,0.00120386583580095,0.0023595719637907,0.108118703408361,0.328814086389803,2.28571414117371
"VALUESCORE153",92766,60542,2459,0,0.996240601503759,0.996240601503759,25234.2836939895,0,0.272020823297215,0.0012330543181199,0.00241677358769126,0.14104355551274,0.375557659371686,1.38062099371468
"VALUESCORE155",90188,60487,5037,0,0.996835443037975,0.996835443037975,22232.4037140853,0,0.246511772232285,0.00118529455867292,0.00232316582436949,0.12670721273364,0.355959566149921,1.44398607387604
"VALUESCORE156",93047,63040,2178,0,0.998062015503876,0.998062015503876,22302.899174399,0,0.239694983980128,0.00115221553455779,0.00225833032705738,0.123529256571085,0.351467290897866,1.46631057964486
"VALUESCORE157",89335,72616,5890,0,0.996031746031746,0.996031746031746,14311.9801083263,0,0.160205743642764,0.00112106722970032,0.00219728116488359,0.112275489512933,0.335075349008149,2.09153143569759
"VALUESCORE158",90113,58380,5112,0,0.995575221238938,0.995575221238938,24429.136130383,0,0.271094471723092,0.00123621608690728,0.00242297155226463,0.13771340923168,0.371097573734564,1.36888654119668
"VALUESCORE163",2517,2159,92708,0,0.998823529411765,0.998823529411765,240.370002038825,0,0.0954986102657231,0.00480929932225159,0.00943059017136101,0.0582165990470312,0.241281161815487,2.52654107891336
"VALUESCORE168",13245,10629,81980,0,0.994047619047619,0.994047619047619,2302.3916586774,0,0.173831004807656,0.00305044924199287,0.00597931709790179,0.123247911455277,0.351066819074769,2.01958689396765
"VALUESCORE169",92029,60069,3196,0,0.996932515337423,0.996932515337423,23844.2495978175,0,0.259094954827472,0.00119010586966731,0.00233259532093999,0.130345456460975,0.361033871625606,1.39344230714957
"VALUESCORE174",134,0,95091,0.0384615384615384,0.961538461538462,0.923076923076923,58.66114996115,0.430288461538462,0.437769775829477,0.0231351354570839,0.045760401775385,0.0717214220107611,0.267808554775162,0.611756611720679
"VALUESCORE175",118,0,95107,0.0416666666666666,0.954545454545455,0.912878787878788,59.8201659451659,0.5,0.506950558857339,0.0250215108120012,0.0495537910030585,0.0738769683911808,0.271803179508962,0.536153229856583
"VALUESCORE176",12763,12370,82462,0,0.999108734402852,0.999108734402852,381.116856729672,0,0.0298610715920765,0.00148306869014941,0.00290703692601581,0.0280721258368102,0.167547383855464,5.61089655938276
"VALUESCORE178",10262,8370,84963,0,0.995575221238938,0.995575221238938,1614.09867792297,0,0.157288898647727,0.00328508426311486,0.00643940641839705,0.110745232154979,0.332784062351218,2.11575047706667
"VALUESCORE180",388,0,94837,0.0185185185185185,0.944444444444444,0.925925925925926,193.430788777499,0.5,0.498532960766751,0.0139224815402702,0.0273731688049865,0.075208170988796,0.274241081876505,0.550096189136057
"VALUESCORE181",13783,10966,81442,0,0.986842105263158,0.986842105263158,2437.43159536636,0,0.176843328402115,0.00298102358831804,0.00584321203277382,0.122482652022919,0.349975216298124,1.97901283277327
"VALUESCORE183",646,0,94579,0.0121951219512195,0.985294117647059,0.973098995695839,326.514028348462,0.5,0.50543967236604,0.011281184646338,0.0221522837729362,0.0822132720580028,0.286728568611505,0.567285443323603
"VALUESCORE184",11958,9216,83267,0,0.991666666666667,0.991666666666667,2323.04775601721,0,0.194267248370732,0.00326926185389362,0.00640828417642481,0.127807977762975,0.357502416443547,1.84026087486092
"VALUESCORE188",6677,3554,88548,0,0.958333333333333,0.958333333333333,2484.23883780245,0,0.372059134012648,0.00488383943633858,0.00957388514998295,0.159259053771852,0.399072742456625,1.07260568542596
"VALUESCORE189",43681,33925,51544,0,0.991379310344828,0.991379310344828,8153.14895174215,0,0.186652067300248,0.0016779053479204,0.0032887251813135,0.122978017821766,0.350682217715364,1.87880168051532
"VALUESCORE190",36,0,95189,0.0714285714285714,0.928571428571429,0.857142857142857,17.5,0.5,0.486111111111111,0.0438128305630334,0.088944774685103,0.0691043083900227,0.2628769833782,0.540775508663727
"VALUESCORE191",10471,8623,84754,0,0.989130434782609,0.989130434782609,1597.68158291447,0,0.152581566508879,0.0032340489217673,0.00633935225838527,0.109516947397612,0.330933448592933,2.1688953401437
"VALUESCORE193",11388,9295,83837,0,0.987179487179487,0.987179487179487,1829.25334678117,0,0.160629904002561,0.0031819801434177,0.00623722945670973,0.115303473045794,0.33956365094897,2.11395040703975
"VALUESCORE194",2161,0,93064,0.0128205128205128,0.987179487179487,0.974358974358974,1068.30945063108,0.5,0.494358838792727,0.00606871292581006,0.0119011275478718,0.0795880666805071,0.282113570535887,0.570665574069307
"VALUESCORE195",13203,9577,82022,0,0.98,0.98,3063.96137677041,0,0.232065543949891,0.00328801660863357,0.00644498501140447,0.142738335645838,0.377807273151058,1.62801968237317
"VALUESCORE196",31663,16921,63562,0,0.991379310344828,0.991379310344828,10302.1661053904,0,0.325369235555392,0.00200041000083331,0.00392088144203839,0.126703932748112,0.355954958875575,1.09400312007979
"VALUESCORE197",1054,0,94171,0.00337837837837838,0.984848484848485,0.981470106470106,514.799464689886,0.5,0.488424539553972,0.00868146132744587,0.0170349318493723,0.0794376304020549,0.281846820812396,0.577052948792823
"VALUESCORE202",72108,0,23117,0.000151423379769836,0.994791666666667,0.994640243286897,36250.3646031232,0.412597310686483,0.50272320135246,0.00091997812441524,0.00180315425757223,0.0610293088099214,0.247041107530551,0.491405821068025
"VALUESCORE209",92821,53026,2404,0,0.999034749034749,0.999034749034749,26953.5331498136,0,0.290381844084998,0.00111924467177008,0.00219370785231044,0.116277668235855,0.340995114680335,1.17429901912367
"VALUESCORE215",93271,33665,1954,0,0.998771498771499,0.998771498771499,35442.1630612406,0.516831683168317,0.379991241235117,0.00097641584083311,0.0019137647168848,0.0889234422827104,0.298200339172695,0.784755822801152
"VALUESCORE217",93572,30225,1653,0,0.998847926267281,0.998847926267281,36686.9263737761,0.508250825082508,0.392071627984612,0.000928005015473361,0.00181887993547014,0.0805835802857666,0.283872471870322,0.724032170676384
"VALUESCORE219",78681,16260,16544,0,0.998463114754098,0.998463114754098,36626.4852099662,0.540816326530612,0.465506096897169,0.000884144282240807,0.00173291760846018,0.0615058119890395,0.248003653176802,0.532761342611558
"VALUESCORE234",92936,43028,2289,0,0.997816593886463,0.997816593886463,31347.8618674824,0.516501650165016,0.337305908017155,0.00106737319074712,0.00209204025818749,0.105880639860476,0.325393054413391,0.964682345252137
"VALUESCORE235",93508,36113,1717,0,0.997991967871486,0.997991967871486,34216.2337563316,0.529863481228669,0.365917715664238,0.000981414974793946,0.00192356290328487,0.0900646008849285,0.300107648827764,0.82015064037823
